"database_id","target_id","comparator_id","outcome_id","analysis_id","interaction_covariate_id","covariate_id","target_mean_before","comparator_mean_before","std_diff_before","target_mean_after","comparator_mean_after","std_diff_after"
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,761039212,-0.003,0.001,-0.001,-0.003,-0.003,0.02
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4077218212,-0.003,0.001,-0.001,-0.003,-0.003,0.02
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4310400212,-0.003,0.001,-0.001,-0.003,-0.003,-0.029
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,43531033212,-0.003,0.001,-0.001,-0.003,-0.003,-0.016
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,45769438212,-0.003,0.001,-0.001,-0.003,-0.003,-0.029
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4176800212,0.006,0.006,-0.001,0.006,0.011,-0.048
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4073287212,0.062,0.061,0.001,0.062,0.059,0.013
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,321596212,0.007,0.007,-0.001,0.007,0.007,-0.007
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4117695212,0.004,0.004,-0.001,0.004,0.003,0.02
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,40488439212,0.022,0.022,-0.001,0.023,0.022,0.004
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,37119138212,0.005,0.005,-0.001,0.005,0.011,-0.069
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,40487059212,0.005,0.005,-0.001,0.005,0.004,0.009
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,436339212,0.007,0.007,0.001,0.007,0.006,0.023
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,36715960212,0.007,0.007,0.001,0.007,0.006,0.023
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,318549212,-0.003,0.002,-0.001,-0.003,-0.003,-0.013
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,436954212,-0.003,0.002,-0.001,-0.003,-0.003,-0.016
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4127554212,-0.003,0.002,-0.001,-0.003,-0.003,0.016
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4164639212,-0.003,0.002,-0.001,-0.003,-0.003,0.035
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4254485212,-0.003,0.002,-0.001,-0.003,0.004,-0.035
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,36712821212,-0.003,0.002,-0.001,-0.003,0.003,-0.025
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4079975212,0.006,0.006,0.001,0.006,0.009,-0.037
"cdm_premier_covid_v1240",16733,16736,16743,2,NA,4176944212,0.008,0.009,-0.001,0.009,0.008,0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4028389212,0.724,0.916,-0.517,0.889,0.898,-0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,443410212,0.724,0.916,-0.516,0.889,0.898,-0.027
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,261326212,0.716,0.91,-0.515,0.885,0.891,-0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4207187212,0.717,0.91,-0.513,0.885,0.891,-0.018
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4193169212,0.722,0.911,-0.504,0.887,0.892,-0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4175297212,0.733,0.918,-0.504,0.892,0.9,-0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,255848212,0.747,0.925,-0.496,0.899,0.908,-0.03
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4318404212,0.747,0.925,-0.496,0.899,0.908,-0.03
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,253506212,0.753,0.928,-0.493,0.903,0.911,-0.03
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,437390212,0.489,0.719,-0.484,0.708,0.693,0.033
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4170143212,0.761,0.925,-0.463,0.903,0.907,-0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4028876212,0.772,0.932,-0.462,0.911,0.916,-0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4162282212,0.778,0.934,-0.458,0.913,0.919,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4180170212,0.778,0.934,-0.458,0.913,0.919,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,37395564212,0.413,0.607,-0.396,0.612,0.591,0.042
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,318459212,0.433,0.619,-0.379,0.625,0.603,0.045
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4256228212,0.433,0.619,-0.379,0.625,0.603,0.045
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,46271075212,0.391,0.575,-0.374,0.586,0.56,0.052
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4132090212,0.393,0.576,-0.371,0.587,0.561,0.054
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,319049212,0.394,0.576,-0.369,0.588,0.561,0.054
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4178818212,0.837,0.948,-0.364,0.937,0.938,-0.004
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4007,0.472,0.648,-0.359,0.615,0.618,-0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4006969212,0.512,0.671,-0.327,0.675,0.66,0.031
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,37311061212,0.764,0.886,-0.326,0.878,0.875,0.01
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,439676212,0.788,0.893,-0.288,0.887,0.881,0.017
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4116811212,0.159,0.071,0.281,0.093,0.082,0.04
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4041664212,0.187,0.304,-0.274,0.266,0.283,-0.037
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,318800212,0.255,0.148,0.268,0.158,0.164,-0.016
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4144111212,0.255,0.148,0.268,0.158,0.164,-0.016
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,200219212,0.07,0.018,0.256,0.034,0.024,0.057
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4132926212,0.23,0.133,0.253,0.155,0.145,0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,312437212,0.148,0.247,-0.251,0.216,0.226,-0.025
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4329041212,0.254,0.154,0.251,0.175,0.168,0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,5007,0.054,0.011,0.241,0.025,0.016,0.064
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,444100212,0.183,0.106,0.221,0.128,0.12,0.023
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4190185212,0.148,0.08,0.216,0.098,0.091,0.022
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,2007,0.044,0.01,0.214,0.019,0.013,0.05
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,201340212,0.04,0.008,0.211,0.018,0.011,0.058
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4043371212,0.1,0.046,0.207,0.061,0.055,0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441408212,0.068,0.025,0.205,0.035,0.031,0.022
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,3007,0.43,0.331,0.205,0.341,0.353,-0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4134294212,0.074,0.029,0.203,0.039,0.035,0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,444094212,0.032,0.005,0.196,0.014,0.006,0.077
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435875212,0.031,0.005,0.196,0.013,0.006,0.078
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4216316212,0.023,0.002,0.19,0.009,0.002,0.093
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4218813212,0.025,0.003,0.189,0.011,0.004,0.083
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,440383212,0.146,0.086,0.188,0.104,0.098,0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,8532001,0.524,0.431,0.187,0.465,0.448,0.034
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,8507001,0.476,0.569,-0.187,0.535,0.552,-0.034
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,433823212,0.028,0.005,0.186,0.012,0.006,0.072
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4092289212,0.022,0.002,0.186,0.009,0.002,0.09
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,45757688212,0.022,0.002,0.184,0.009,0.002,0.087
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,81902212,0.096,0.049,0.182,0.059,0.058,0.002
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4152280212,0.143,0.086,0.182,0.102,0.097,0.014
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4014295212,0.022,0.002,0.182,0.009,0.002,0.087
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4099350212,0.099,0.052,0.181,0.06,0.061,-0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4344497212,0.152,0.094,0.18,0.108,0.106,0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,440921212,0.053,0.02,0.174,0.028,0.026,0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4282096212,0.137,0.083,0.174,0.095,0.093,0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,440795212,0.018,0.001,0.172,0.007,0.002,0.08
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,27674212,0.048,0.018,0.17,0.025,0.022,0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435604212,0.025,0.005,0.168,0.011,0.006,0.058
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,31967212,0.06,0.027,0.165,0.04,0.031,0.046
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,45757153212,0.018,0.002,0.164,0.007,0.002,0.071
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,252662212,0.166,0.11,0.163,0.124,0.121,0.01
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,437833212,0.216,0.153,0.161,0.17,0.172,-0.005
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,377091212,0.069,0.034,0.16,0.041,0.04,0.007
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4248028212,0.165,0.11,0.159,0.122,0.124,-0.005
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,43530950212,0.02,0.003,0.158,0.008,0.003,0.059
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4083787212,0.073,0.037,0.158,0.041,0.043,-0.011
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4316083212,0.067,0.033,0.158,0.038,0.039,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4068155212,0.152,0.1,0.157,0.109,0.113,-0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,374009212,0.159,0.106,0.156,0.112,0.117,-0.016
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,42537748212,0.105,0.062,0.156,0.073,0.069,0.017
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4028367212,0.134,0.086,0.155,0.099,0.097,0.008
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,37018424212,0.069,0.035,0.155,0.04,0.041,-0.007
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,40484533212,0.36,0.288,0.155,0.309,0.307,0.004
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,444114212,0.018,0.002,0.154,0.007,0.003,0.056
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,31317212,0.059,0.027,0.154,0.037,0.034,0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4192640212,0.019,0.003,0.154,0.009,0.004,0.063
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4226399212,0.146,0.096,0.153,0.106,0.109,-0.009
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,256451212,0.039,0.015,0.152,0.025,0.017,0.054
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,313217212,0.144,0.095,0.151,0.105,0.108,-0.009
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,321588212,0.402,0.33,0.149,0.344,0.354,-0.021
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,44784217212,0.225,0.167,0.145,0.184,0.183,0.001
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4060556212,0.013,0.001,0.143,0.005,0.002,0.061
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4088937212,0.013,0.001,0.143,0.005,0.002,0.061
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,443784212,0.293,0.231,0.143,0.242,0.247,-0.012
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4262920212,0.042,0.018,0.142,0.024,0.022,0.016
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,380378212,0.059,0.029,0.142,0.036,0.034,0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,135333212,0.04,0.017,0.142,0.023,0.02,0.024
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,199074212,0.015,0.002,0.142,0.006,0.002,0.054
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4029498212,0.059,0.03,0.141,0.036,0.035,0.004
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435613212,0.022,0.006,0.139,0.013,0.006,0.073
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4288734212,0.138,0.094,0.138,0.106,0.102,0.014
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4132088212,0.116,0.076,0.138,0.086,0.086,0.002
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,255573212,0.137,0.093,0.138,0.106,0.101,0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4079709212,0.042,0.019,0.137,0.024,0.023,0.01
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4318377212,0.042,0.019,0.137,0.024,0.023,0.01
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,260139212,0.028,0.01,0.137,0.016,0.012,0.03
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4098604212,0.059,0.031,0.135,0.043,0.036,0.033
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4063381212,0.162,0.116,0.135,0.125,0.126,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4129389212,0.021,0.006,0.134,0.011,0.007,0.045
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4182210212,0.132,0.09,0.132,0.097,0.1,-0.012
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4012222212,0.018,0.004,0.132,0.008,0.005,0.036
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4101343212,0.203,0.153,0.132,0.167,0.166,0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4028244212,0.125,0.085,0.131,0.091,0.095,-0.011
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4159963212,0.034,0.014,0.13,0.018,0.017,0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4132552212,0.029,0.011,0.13,0.015,0.012,0.025
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4158346212,0.048,0.079,-0.13,0.066,0.078,-0.047
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,442077212,0.146,0.103,0.13,0.114,0.111,0.011
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4182562212,0.011,0.001,0.13,0.005,0.001,0.067
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435742212,0.056,0.03,0.129,0.038,0.036,0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,42709838212,0.017,0.004,0.129,0.009,0.004,0.063
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,433163212,0.069,0.04,0.128,0.052,0.046,0.027
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,440069212,0.097,0.062,0.128,0.071,0.068,0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,77670212,0.054,0.029,0.128,0.03,0.031,-0.008
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,442310212,0.04,0.019,0.127,0.025,0.023,0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441542212,0.147,0.105,0.127,0.115,0.113,0.007
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,434894212,0.025,0.008,0.127,0.014,0.01,0.033
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,197381212,0.017,0.004,0.127,0.008,0.005,0.033
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4013518212,0.27,0.216,0.126,0.223,0.231,-0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4209423212,0.074,0.044,0.126,0.055,0.048,0.034
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,195847212,0.011,0.001,0.126,0.009,0.002,0.098
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4181064212,0.022,0.007,0.126,0.014,0.008,0.062
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4013074212,0.267,0.214,0.125,0.22,0.228,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4013842212,0.267,0.214,0.125,0.22,0.228,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,40480513212,0.267,0.214,0.125,0.22,0.228,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,42538830212,0.361,0.302,0.125,0.317,0.32,-0.008
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4252534212,0.047,0.024,0.124,0.031,0.03,0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,193518212,0.018,0.005,0.124,0.01,0.006,0.043
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4145627212,0.018,0.005,0.124,0.01,0.006,0.038
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4025938212,0.029,0.012,0.123,0.014,0.014,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4187768212,0.029,0.012,0.123,0.018,0.014,0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4080146212,0.011,0.001,0.123,0.006,0.002,0.071
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,43021132212,0.114,0.078,0.123,0.087,0.089,-0.008
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4134586212,0.121,0.084,0.123,0.089,0.094,-0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441260212,0.012,0.002,0.122,0.006,0.002,0.049
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,44783163212,0.029,0.012,0.122,0.014,0.015,-0.006
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,439411212,0.029,0.012,0.12,0.014,0.015,-0.008
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,46269795212,0.03,0.013,0.12,0.014,0.015,-0.009
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4170569212,0.062,0.037,0.119,0.046,0.042,0.017
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4233565212,0.035,0.017,0.119,0.027,0.02,0.05
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,443247212,0.008,-0.001,0.118,0.003,-0.001,0.063
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,192956212,0.009,0.001,0.117,0.004,0.001,0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4175440212,0.01,0.001,0.117,0.006,0.002,0.067
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,42537705212,0.01,0.001,0.117,0.006,0.002,0.067
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,42537706212,0.01,0.001,0.117,0.006,0.002,0.067
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4134887212,0.053,0.03,0.116,0.035,0.034,0.005
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4156515212,0.055,0.032,0.116,0.042,0.036,0.027
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,40481042212,0.026,0.011,0.115,0.015,0.013,0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4306292212,0.017,0.005,0.115,0.008,0.007,0.016
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4092879212,0.016,0.005,0.114,0.01,0.006,0.052
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4201705212,0.047,0.026,0.113,0.04,0.03,0.05
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,434056212,0.045,0.024,0.113,0.036,0.029,0.039
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,440320212,0.028,0.013,0.113,0.021,0.016,0.037
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,140673212,0.136,0.1,0.113,0.112,0.107,0.019
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,75053212,0.016,0.005,0.112,0.008,0.006,0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4154739212,0.016,0.005,0.112,0.008,0.006,0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4176969212,0.045,0.024,0.112,0.036,0.029,0.038
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,198809212,0.008,-0.001,0.112,0.003,-0.001,0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4267297212,0.008,-0.001,0.112,0.003,-0.001,0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,195856212,0.01,0.002,0.11,0.004,0.003,0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,375519212,0.01,0.002,0.11,0.005,0.002,0.047
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4187218212,0.023,0.009,0.109,0.013,0.011,0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4306082212,0.023,0.009,0.109,0.013,0.011,0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,372654212,0.037,0.019,0.108,0.032,0.023,0.057
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,138255212,0.107,0.076,0.108,0.075,0.086,-0.037
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435140212,0.008,-0.001,0.108,0.004,-0.001,0.07
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,436585212,0.008,-0.001,0.108,0.004,-0.001,0.07
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,46272749212,0.018,0.006,0.107,0.009,0.007,0.021
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,196456212,0.016,0.005,0.107,0.009,0.006,0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4115576212,0.016,0.005,0.107,0.009,0.006,0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4030292212,0.038,0.02,0.107,0.025,0.026,-0.002
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,443283212,0.009,0.001,0.107,0.005,0.002,0.063
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,40481346212,0.009,0.001,0.107,0.005,0.002,0.064
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,319835212,0.116,0.084,0.107,0.084,0.095,-0.037
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,316139212,0.139,0.104,0.106,0.106,0.114,-0.028
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,439777212,0.25,0.206,0.106,0.209,0.219,-0.023
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4179922212,0.25,0.206,0.106,0.209,0.219,-0.023
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4267432212,0.25,0.206,0.106,0.209,0.219,-0.023
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,438567212,0.019,0.007,0.106,0.011,0.009,0.026
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,37396146212,0.042,0.024,0.105,0.028,0.028,0.001
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,437677212,0.016,0.005,0.105,0.008,0.006,0.022
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4307254212,0.014,0.004,0.104,0.006,0.005,0.021
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,40481043212,0.022,0.009,0.104,0.012,0.011,0.013
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,437986212,0.019,0.007,0.104,0.011,0.009,0.024
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,444187212,0.019,0.007,0.104,0.009,0.009,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441833212,0.008,0.001,0.104,0.004,-0.001,0.065
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,374377212,0.053,0.032,0.104,0.042,0.037,0.027
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4138840212,0.042,0.066,-0.104,0.064,0.065,-0.004
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,434610212,0.083,0.114,-0.103,0.105,0.115,-0.033
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4181217212,0.039,0.022,0.103,0.036,0.026,0.058
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,435839212,0.01,0.002,0.103,0.008,0.002,0.079
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,438028212,0.01,0.002,0.103,0.005,0.002,0.049
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,759852212,0.01,0.002,0.103,0.007,0.002,0.07
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441969212,0.018,0.006,0.103,0.009,0.007,0.018
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,43530623212,0.038,0.021,0.103,0.033,0.025,0.048
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,759853212,0.009,0.002,0.103,0.003,0.002,0.036
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,442575212,-0.004,0.012,-0.103,0.007,0.012,-0.053
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,37109843212,0.015,0.005,0.103,0.009,0.006,0.043
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4125634212,0.042,0.066,-0.103,0.064,0.065,-0.004
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4191650212,0.006,0.017,-0.102,0.014,0.016,-0.02
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4180770212,0.039,0.022,0.102,0.034,0.026,0.047
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,441541212,0.042,0.065,-0.102,0.064,0.065,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4120607212,0.042,0.065,-0.102,0.064,0.065,-0.003
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,432739212,0.011,0.024,-0.102,0.018,0.024,-0.044
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4027255212,0.233,0.192,0.102,0.195,0.205,-0.024
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4154162212,0.019,0.008,0.102,0.011,0.009,0.015
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,442604212,0.139,0.106,0.102,0.114,0.116,-0.007
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,442355212,0.006,-0.001,0.102,0.003,-0.001,0.052
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4154168212,0.006,-0.001,0.102,0.002,-0.001,0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,434899212,-0.004,0.012,-0.101,0.007,0.012,-0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4050620212,-0.004,0.012,-0.101,0.007,0.012,-0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4125629212,-0.004,0.012,-0.101,0.007,0.012,-0.051
"cdm_premier_covid_v1240",16733,16738,16741,1,NA,4256761212,0.018,0.007,0.101,0.009,0.007,0.016
